Centro;Material;Descri‡Æo do Material;C¢digo SKF;tt;;
0017;5114;ROL UCR 212 DI 60 DE 110 L 22;YAR 212-2F;YAR 212-2F5114;;
0020;5114;ROL UCR 212 DI 60 DE 110 L 22;YAR 212-2F;YAR 212-2F5114;;
0022;5114;ROL UCR 212 DI 60 DE 110 L 22;YAR 212-2F;YAR 212-2F5114;;
0024;5114;ROL UCR 212 DI 60 DE 110 L 22;YAR 212-2F;YAR 212-2F5114;;
0026;5114;ROL UCR 212 DI 60 DE 110 L 22;YAR 212-2F;YAR 212-2F5114;;
0029;5114;ROL UCR 212 DI 60 DE 110 L 22;YAR 212-2F;YAR 212-2F5114;;
0031;5114;ROL UCR 212 DI 60 DE 110 L 22;YAR 212-2F;YAR 212-2F5114;;
0032;5114;ROL UCR 212 DI 60 DE 110 L 22;YAR 212-2F;YAR 212-2F5114;;
0145;5114;ROL UCR 212 DI 60 DE 110 L 22;YAR 212-2F;YAR 212-2F5114;;
0175;5114;ROL UCR 212 DI 60 DE 110 L 22;YAR 212-2F;YAR 212-2F5114;;
0186;5114;ROL UCR 212 DI 60 DE 110 L 22;YAR 212-2F;YAR 212-2F5114;;
0187;5114;ROL UCR 212 DI 60 DE 110 L 22;YAR 212-2F;YAR 212-2F5114;;
0188;5114;ROL UCR 212 DI 60 DE 110 L 22;YAR 212-2F;YAR 212-2F5114;;
0189;5114;ROL UCR 212 DI 60 DE 110 L 22;YAR 212-2F;YAR 212-2F5114;;
0190;5114;ROL UCR 212 DI 60 DE 110 L 22;YAR 212-2F;YAR 212-2F5114;;
0029;111365;ROL UC212 60X110X27MM;YAR 212-2F;YAR 212-2F111365;;
0026;175757;ROL UC-212;YAR 212-2F;YAR 212-2F175757;;
0024;258589;ROLAMENTO ES UC 212 (ROLMAX);YAR 212-2F;YAR 212-2F258589;;
0187;258589;ROLAMENTO ES UC 212 (ROLMAX);YAR 212-2F;YAR 212-2F258589;;
0188;314233;ROLAMENTO YA YAR212;YAR 212-2F;YAR 212-2F314233;;
0190;314233;ROLAMENTO YA YAR212;YAR 212-2F;YAR 212-2F314233;;
0187;314567;Rolamento YA YAR 212;YAR 212-2F;YAR 212-2F314567;;
0189;314567;Rolamento YA YAR 212;YAR 212-2F;YAR 212-2F314567;;
0002;17202;ROL ROLMAX UCR 211;YAR 211-2F;YAR 211-2F17202;;
0004;17202;ROL ROLMAX UCR 211;YAR 211-2F;YAR 211-2F17202;;
0009;17202;ROL ROLMAX UCR 211;YAR 211-2F;YAR 211-2F17202;;
0014;17202;ROL ROLMAX UCR 211;YAR 211-2F;YAR 211-2F17202;;
0017;17202;ROL ROLMAX UCR 211;YAR 211-2F;YAR 211-2F17202;;
0022;17202;ROL ROLMAX UCR 211;YAR 211-2F;YAR 211-2F17202;;
0024;17202;ROL ROLMAX UCR 211;YAR 211-2F;YAR 211-2F17202;;
0026;17202;ROL ROLMAX UCR 211;YAR 211-2F;YAR 211-2F17202;;
0029;17202;ROL ROLMAX UCR 211;YAR 211-2F;YAR 211-2F17202;;
0031;17202;ROL ROLMAX UCR 211;YAR 211-2F;YAR 211-2F17202;;
0032;17202;ROL ROLMAX UCR 211;YAR 211-2F;YAR 211-2F17202;;
0187;323974;Rolamento SKF YAR211;YAR 211-2F;YAR 211-2F323974;;
0187;325999;Rolamento ES UCR 211;YAR 211-2F;YAR 211-2F325999;;
0188;325999;Rolamento ES UCR 211;YAR 211-2F;YAR 211-2F325999;;
0002;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0004;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0009;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0014;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0017;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0020;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0022;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0024;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0026;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0029;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0031;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0032;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0145;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0148;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0186;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0187;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0188;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0189;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0190;5125;ROL UCR 210 DI 50 DE 90 L 23;YAR 210-2F;YAR 210-2F5125;;
0186;311857;Rolamento Ya Yar210;YAR 210-2F;YAR 210-2F311857;;
0190;311857;Rolamento Ya Yar210;YAR 210-2F;YAR 210-2F311857;;
0188;314232;ROLAMENTO YA YAR210 2F;YAR 210-2F;YAR 210-2F314232;;
0187;315347;Rolamento YA YAR 210;YAR 210-2F;YAR 210-2F315347;;
0002;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0004;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0009;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0014;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0017;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0020;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0022;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0024;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0026;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0029;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0031;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0032;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0145;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0186;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0187;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0188;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0189;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0190;2974;ROL UCR 209 DI 45 DE 85 L 22;YAR 209-2F;YAR 209-2F2974;;
0009;49695;ROL YAR 209-2F;YAR 209-2F;YAR 209-2F49695;;
0024;49695;ROL YAR 209-2F;YAR 209-2F;YAR 209-2F49695;;
0002;312614;Rolamento Ya Ucr 209;YAR 209-2F;YAR 209-2F312614;;
0004;312614;Rolamento Ya Ucr 209;YAR 209-2F;YAR 209-2F312614;;
0009;312614;Rolamento Ya Ucr 209;YAR 209-2F;YAR 209-2F312614;;
0014;312614;Rolamento Ya Ucr 209;YAR 209-2F;YAR 209-2F312614;;
0017;312614;Rolamento Ya Ucr 209;YAR 209-2F;YAR 209-2F312614;;
0024;312614;Rolamento Ya Ucr 209;YAR 209-2F;YAR 209-2F312614;;
0026;312614;Rolamento Ya Ucr 209;YAR 209-2F;YAR 209-2F312614;;
0031;312614;Rolamento Ya Ucr 209;YAR 209-2F;YAR 209-2F312614;;
0032;312614;Rolamento Ya Ucr 209;YAR 209-2F;YAR 209-2F312614;;
0145;312614;Rolamento Ya Ucr 209;YAR 209-2F;YAR 209-2F312614;;
0186;312614;Rolamento Ya Ucr 209;YAR 209-2F;YAR 209-2F312614;;
0187;312614;Rolamento Ya Ucr 209;YAR 209-2F;YAR 209-2F312614;;
0188;312614;Rolamento Ya Ucr 209;YAR 209-2F;YAR 209-2F312614;;
0189;312614;Rolamento Ya Ucr 209;YAR 209-2F;YAR 209-2F312614;;
0190;312614;Rolamento Ya Ucr 209;YAR 209-2F;YAR 209-2F312614;;
0002;314564;Rolamento Ya Yar 209;YAR 209-2F;YAR 209-2F314564;;
0004;314564;Rolamento Ya Yar 209;YAR 209-2F;YAR 209-2F314564;;
0009;314564;Rolamento Ya Yar 209;YAR 209-2F;YAR 209-2F314564;;
0014;314564;Rolamento Ya Yar 209;YAR 209-2F;YAR 209-2F314564;;
0017;314564;Rolamento Ya Yar 209;YAR 209-2F;YAR 209-2F314564;;
0024;314564;Rolamento Ya Yar 209;YAR 209-2F;YAR 209-2F314564;;
0026;314564;Rolamento Ya Yar 209;YAR 209-2F;YAR 209-2F314564;;
0031;314564;Rolamento Ya Yar 209;YAR 209-2F;YAR 209-2F314564;;
0032;314564;Rolamento Ya Yar 209;YAR 209-2F;YAR 209-2F314564;;
0145;314564;Rolamento Ya Yar 209;YAR 209-2F;YAR 209-2F314564;;
0187;314564;Rolamento Ya Yar 209;YAR 209-2F;YAR 209-2F314564;;
0188;314564;Rolamento Ya Yar 209;YAR 209-2F;YAR 209-2F314564;;
0189;314564;Rolamento Ya Yar 209;YAR 209-2F;YAR 209-2F314564;;
0190;314564;Rolamento Ya Yar 209;YAR 209-2F;YAR 209-2F314564;;
0014;345979;ROLAMENTO CON EVP RPL UC20927V22 M;YAR 209-2F;YAR 209-2F345979;;
0002;30013;ROL UCR 208 DI 40 DE 80 L 21;YAR 208-2F;YAR 208-2F30013;;
0004;30013;ROL UCR 208 DI 40 DE 80 L 21;YAR 208-2F;YAR 208-2F30013;;
0009;30013;ROL UCR 208 DI 40 DE 80 L 21;YAR 208-2F;YAR 208-2F30013;;
0014;30013;ROL UCR 208 DI 40 DE 80 L 21;YAR 208-2F;YAR 208-2F30013;;
0017;30013;ROL UCR 208 DI 40 DE 80 L 21;YAR 208-2F;YAR 208-2F30013;;
0022;30013;ROL UCR 208 DI 40 DE 80 L 21;YAR 208-2F;YAR 208-2F30013;;
0024;30013;ROL UCR 208 DI 40 DE 80 L 21;YAR 208-2F;YAR 208-2F30013;;
0026;30013;ROL UCR 208 DI 40 DE 80 L 21;YAR 208-2F;YAR 208-2F30013;;
0029;30013;ROL UCR 208 DI 40 DE 80 L 21;YAR 208-2F;YAR 208-2F30013;;
0031;30013;ROL UCR 208 DI 40 DE 80 L 21;YAR 208-2F;YAR 208-2F30013;;
0032;30013;ROL UCR 208 DI 40 DE 80 L 21;YAR 208-2F;YAR 208-2F30013;;
0145;30013;ROL UCR 208 DI 40 DE 80 L 21;YAR 208-2F;YAR 208-2F30013;;
0187;30013;ROL UCR 208 DI 40 DE 80 L 21;YAR 208-2F;YAR 208-2F30013;;
0188;30013;ROL UCR 208 DI 40 DE 80 L 21;YAR 208-2F;YAR 208-2F30013;;
0189;30013;ROL UCR 208 DI 40 DE 80 L 21;YAR 208-2F;YAR 208-2F30013;;
0190;30013;ROL UCR 208 DI 40 DE 80 L 21;YAR 208-2F;YAR 208-2F30013;;
0002;138988;ROL UCX 08 V22 DI40 DL 50 DE85;YAR 208-2F;YAR 208-2F138988;;
0004;138988;ROL UCX 08 V22 DI40 DL 50 DE85;YAR 208-2F;YAR 208-2F138988;;
0009;138988;ROL UCX 08 V22 DI40 DL 50 DE85;YAR 208-2F;YAR 208-2F138988;;
0014;138988;ROL UCX 08 V22 DI40 DL 50 DE85;YAR 208-2F;YAR 208-2F138988;;
0017;138988;ROL UCX 08 V22 DI40 DL 50 DE85;YAR 208-2F;YAR 208-2F138988;;
0022;138988;ROL UCX 08 V22 DI40 DL 50 DE85;YAR 208-2F;YAR 208-2F138988;;
0024;138988;ROL UCX 08 V22 DI40 DL 50 DE85;YAR 208-2F;YAR 208-2F138988;;
0026;138988;ROL UCX 08 V22 DI40 DL 50 DE85;YAR 208-2F;YAR 208-2F138988;;
0029;138988;ROL UCX 08 V22 DI40 DL 50 DE85;YAR 208-2F;YAR 208-2F138988;;
0031;138988;ROL UCX 08 V22 DI40 DL 50 DE85;YAR 208-2F;YAR 208-2F138988;;
0032;138988;ROL UCX 08 V22 DI40 DL 50 DE85;YAR 208-2F;YAR 208-2F138988;;
0175;138988;ROL UCX 08 V22 DI40 DL 50 DE85;YAR 208-2F;YAR 208-2F138988;;
0026;175756;ROL UC-208;YAR 208-2F;YAR 208-2F175756;;
0032;175756;ROL UC-208;YAR 208-2F;YAR 208-2F175756;;
0002;311806;Rolamento Ya Yar208;YAR 208-2F;YAR 208-2F311806;;
0004;311806;Rolamento Ya Yar208;YAR 208-2F;YAR 208-2F311806;;
0009;311806;Rolamento Ya Yar208;YAR 208-2F;YAR 208-2F311806;;
0014;311806;Rolamento Ya Yar208;YAR 208-2F;YAR 208-2F311806;;
0017;311806;Rolamento Ya Yar208;YAR 208-2F;YAR 208-2F311806;;
0024;311806;Rolamento Ya Yar208;YAR 208-2F;YAR 208-2F311806;;
0026;311806;Rolamento Ya Yar208;YAR 208-2F;YAR 208-2F311806;;
0031;311806;Rolamento Ya Yar208;YAR 208-2F;YAR 208-2F311806;;
0032;311806;Rolamento Ya Yar208;YAR 208-2F;YAR 208-2F311806;;
0145;311806;Rolamento Ya Yar208;YAR 208-2F;YAR 208-2F311806;;
0187;311806;Rolamento Ya Yar208;YAR 208-2F;YAR 208-2F311806;;
0188;311806;Rolamento Ya Yar208;YAR 208-2F;YAR 208-2F311806;;
0189;311806;Rolamento Ya Yar208;YAR 208-2F;YAR 208-2F311806;;
0190;311806;Rolamento Ya Yar208;YAR 208-2F;YAR 208-2F311806;;
0002;315345;Rolamento YA YAR 208;YAR 208-2F;YAR 208-2F315345;;
0004;315345;Rolamento YA YAR 208;YAR 208-2F;YAR 208-2F315345;;
0009;315345;Rolamento YA YAR 208;YAR 208-2F;YAR 208-2F315345;;
0014;315345;Rolamento YA YAR 208;YAR 208-2F;YAR 208-2F315345;;
0017;315345;Rolamento YA YAR 208;YAR 208-2F;YAR 208-2F315345;;
0024;315345;Rolamento YA YAR 208;YAR 208-2F;YAR 208-2F315345;;
0026;315345;Rolamento YA YAR 208;YAR 208-2F;YAR 208-2F315345;;
0031;315345;Rolamento YA YAR 208;YAR 208-2F;YAR 208-2F315345;;
0032;315345;Rolamento YA YAR 208;YAR 208-2F;YAR 208-2F315345;;
0145;315345;Rolamento YA YAR 208;YAR 208-2F;YAR 208-2F315345;;
0187;315345;Rolamento YA YAR 208;YAR 208-2F;YAR 208-2F315345;;
0188;315345;Rolamento YA YAR 208;YAR 208-2F;YAR 208-2F315345;;
0189;315345;Rolamento YA YAR 208;YAR 208-2F;YAR 208-2F315345;;
0190;315345;Rolamento YA YAR 208;YAR 208-2F;YAR 208-2F315345;;
0186;318010;ROLAMENTO GYE 40 KRRB INA/UCR 208 ROL;YAR 208-2F;YAR 208-2F318010;;
0188;318010;ROLAMENTO GYE 40 KRRB INA/UCR 208 ROL;YAR 208-2F;YAR 208-2F318010;;
0188;324875;ROLAMENTO YA YAR208;YAR 208-2F;YAR 208-2F324875;;
0188;326774;ROLAMENTO GY 1108 KRRB - INA;YAR 208-108-2F;YAR 208-108-2F326774;;
0002;7835;ROL UCR 207 DI 35 DE 72 L 19;YAR 207-2F;YAR 207-2F7835;;
0004;7835;ROL UCR 207 DI 35 DE 72 L 19;YAR 207-2F;YAR 207-2F7835;;
0009;7835;ROL UCR 207 DI 35 DE 72 L 19;YAR 207-2F;YAR 207-2F7835;;
0014;7835;ROL UCR 207 DI 35 DE 72 L 19;YAR 207-2F;YAR 207-2F7835;;
0017;7835;ROL UCR 207 DI 35 DE 72 L 19;YAR 207-2F;YAR 207-2F7835;;
0022;7835;ROL UCR 207 DI 35 DE 72 L 19;YAR 207-2F;YAR 207-2F7835;;
0024;7835;ROL UCR 207 DI 35 DE 72 L 19;YAR 207-2F;YAR 207-2F7835;;
0026;7835;ROL UCR 207 DI 35 DE 72 L 19;YAR 207-2F;YAR 207-2F7835;;
0029;7835;ROL UCR 207 DI 35 DE 72 L 19;YAR 207-2F;YAR 207-2F7835;;
0031;7835;ROL UCR 207 DI 35 DE 72 L 19;YAR 207-2F;YAR 207-2F7835;;
0032;7835;ROL UCR 207 DI 35 DE 72 L 19;YAR 207-2F;YAR 207-2F7835;;
0145;7835;ROL UCR 207 DI 35 DE 72 L 19;YAR 207-2F;YAR 207-2F7835;;
0187;7835;ROL UCR 207 DI 35 DE 72 L 19;YAR 207-2F;YAR 207-2F7835;;
0188;7835;ROL UCR 207 DI 35 DE 72 L 19;YAR 207-2F;YAR 207-2F7835;;
0189;7835;ROL UCR 207 DI 35 DE 72 L 19;YAR 207-2F;YAR 207-2F7835;;
0190;7835;ROL UCR 207 DI 35 DE 72 L 19;YAR 207-2F;YAR 207-2F7835;;
0002;49525;ROL Y 207-35 DI=35 DE=72MM;YAR 207-2F;YAR 207-2F49525;;
0004;49525;ROL Y 207-35 DI=35 DE=72MM;YAR 207-2F;YAR 207-2F49525;;
0009;49525;ROL Y 207-35 DI=35 DE=72MM;YAR 207-2F;YAR 207-2F49525;;
0014;49525;ROL Y 207-35 DI=35 DE=72MM;YAR 207-2F;YAR 207-2F49525;;
0017;49525;ROL Y 207-35 DI=35 DE=72MM;YAR 207-2F;YAR 207-2F49525;;
0022;49525;ROL Y 207-35 DI=35 DE=72MM;YAR 207-2F;YAR 207-2F49525;;
0024;49525;ROL Y 207-35 DI=35 DE=72MM;YAR 207-2F;YAR 207-2F49525;;
0026;49525;ROL Y 207-35 DI=35 DE=72MM;YAR 207-2F;YAR 207-2F49525;;
0029;49525;ROL Y 207-35 DI=35 DE=72MM;YAR 207-2F;YAR 207-2F49525;;
0031;49525;ROL Y 207-35 DI=35 DE=72MM;YAR 207-2F;YAR 207-2F49525;;
0032;49525;ROL Y 207-35 DI=35 DE=72MM;YAR 207-2F;YAR 207-2F49525;;
0145;49525;ROL Y 207-35 DI=35 DE=72MM;YAR 207-2F;YAR 207-2F49525;;
0187;49525;ROL Y 207-35 DI=35 DE=72MM;YAR 207-2F;YAR 207-2F49525;;
0188;49525;ROL Y 207-35 DI=35 DE=72MM;YAR 207-2F;YAR 207-2F49525;;
0189;49525;ROL Y 207-35 DI=35 DE=72MM;YAR 207-2F;YAR 207-2F49525;;
0190;49525;ROL Y 207-35 DI=35 DE=72MM;YAR 207-2F;YAR 207-2F49525;;
0026;175755;ROL UC-207;YAR 207-2F;YAR 207-2F175755;;
0188;310338;Rolamento SKF YAR207;YAR 207-2F;YAR 207-2F310338;;
0002;314230;Rolamento Ya Ucr 207;YAR 207-2F;YAR 207-2F314230;;
0004;314230;Rolamento Ya Ucr 207;YAR 207-2F;YAR 207-2F314230;;
0009;314230;Rolamento Ya Ucr 207;YAR 207-2F;YAR 207-2F314230;;
0014;314230;Rolamento Ya Ucr 207;YAR 207-2F;YAR 207-2F314230;;
0017;314230;Rolamento Ya Ucr 207;YAR 207-2F;YAR 207-2F314230;;
0024;314230;Rolamento Ya Ucr 207;YAR 207-2F;YAR 207-2F314230;;
0026;314230;Rolamento Ya Ucr 207;YAR 207-2F;YAR 207-2F314230;;
0031;314230;Rolamento Ya Ucr 207;YAR 207-2F;YAR 207-2F314230;;
0032;314230;Rolamento Ya Ucr 207;YAR 207-2F;YAR 207-2F314230;;
0145;314230;Rolamento Ya Ucr 207;YAR 207-2F;YAR 207-2F314230;;
0186;314230;Rolamento Ya Ucr 207;YAR 207-2F;YAR 207-2F314230;;
0187;314230;Rolamento Ya Ucr 207;YAR 207-2F;YAR 207-2F314230;;
0188;314230;Rolamento Ya Ucr 207;YAR 207-2F;YAR 207-2F314230;;
0189;314230;Rolamento Ya Ucr 207;YAR 207-2F;YAR 207-2F314230;;
0190;314230;Rolamento Ya Ucr 207;YAR 207-2F;YAR 207-2F314230;;
0002;314561;Rolamento YA YAR 207;YAR 207-2F;YAR 207-2F314561;;
0004;314561;Rolamento YA YAR 207;YAR 207-2F;YAR 207-2F314561;;
0009;314561;Rolamento YA YAR 207;YAR 207-2F;YAR 207-2F314561;;
0014;314561;Rolamento YA YAR 207;YAR 207-2F;YAR 207-2F314561;;
0017;314561;Rolamento YA YAR 207;YAR 207-2F;YAR 207-2F314561;;
0024;314561;Rolamento YA YAR 207;YAR 207-2F;YAR 207-2F314561;;
0026;314561;Rolamento YA YAR 207;YAR 207-2F;YAR 207-2F314561;;
0031;314561;Rolamento YA YAR 207;YAR 207-2F;YAR 207-2F314561;;
0032;314561;Rolamento YA YAR 207;YAR 207-2F;YAR 207-2F314561;;
0145;314561;Rolamento YA YAR 207;YAR 207-2F;YAR 207-2F314561;;
0187;314561;Rolamento YA YAR 207;YAR 207-2F;YAR 207-2F314561;;
0188;314561;Rolamento YA YAR 207;YAR 207-2F;YAR 207-2F314561;;
0189;314561;Rolamento YA YAR 207;YAR 207-2F;YAR 207-2F314561;;
0190;314561;Rolamento YA YAR 207;YAR 207-2F;YAR 207-2F314561;;
0002;5611;ROL UCR 206 DI 30 DE 62 L 18;YAR 206-2F;YAR 206-2F5611;;
0004;5611;ROL UCR 206 DI 30 DE 62 L 18;YAR 206-2F;YAR 206-2F5611;;
0009;5611;ROL UCR 206 DI 30 DE 62 L 18;YAR 206-2F;YAR 206-2F5611;;
0014;5611;ROL UCR 206 DI 30 DE 62 L 18;YAR 206-2F;YAR 206-2F5611;;
0017;5611;ROL UCR 206 DI 30 DE 62 L 18;YAR 206-2F;YAR 206-2F5611;;
0020;5611;ROL UCR 206 DI 30 DE 62 L 18;YAR 206-2F;YAR 206-2F5611;;
0022;5611;ROL UCR 206 DI 30 DE 62 L 18;YAR 206-2F;YAR 206-2F5611;;
0024;5611;ROL UCR 206 DI 30 DE 62 L 18;YAR 206-2F;YAR 206-2F5611;;
0026;5611;ROL UCR 206 DI 30 DE 62 L 18;YAR 206-2F;YAR 206-2F5611;;
0029;5611;ROL UCR 206 DI 30 DE 62 L 18;YAR 206-2F;YAR 206-2F5611;;
0031;5611;ROL UCR 206 DI 30 DE 62 L 18;YAR 206-2F;YAR 206-2F5611;;
0032;5611;ROL UCR 206 DI 30 DE 62 L 18;YAR 206-2F;YAR 206-2F5611;;
0145;5611;ROL UCR 206 DI 30 DE 62 L 18;YAR 206-2F;YAR 206-2F5611;;
0187;5611;ROL UCR 206 DI 30 DE 62 L 18;YAR 206-2F;YAR 206-2F5611;;
0188;5611;ROL UCR 206 DI 30 DE 62 L 18;YAR 206-2F;YAR 206-2F5611;;
0189;5611;ROL UCR 206 DI 30 DE 62 L 18;YAR 206-2F;YAR 206-2F5611;;
0190;5611;ROL UCR 206 DI 30 DE 62 L 18;YAR 206-2F;YAR 206-2F5611;;
0002;314228;Rolamento Ya Yar206;YAR 206-2F;YAR 206-2F314228;;
0004;314228;Rolamento Ya Yar206;YAR 206-2F;YAR 206-2F314228;;
0009;314228;Rolamento Ya Yar206;YAR 206-2F;YAR 206-2F314228;;
0014;314228;Rolamento Ya Yar206;YAR 206-2F;YAR 206-2F314228;;
0017;314228;Rolamento Ya Yar206;YAR 206-2F;YAR 206-2F314228;;
0024;314228;Rolamento Ya Yar206;YAR 206-2F;YAR 206-2F314228;;
0026;314228;Rolamento Ya Yar206;YAR 206-2F;YAR 206-2F314228;;
0031;314228;Rolamento Ya Yar206;YAR 206-2F;YAR 206-2F314228;;
0032;314228;Rolamento Ya Yar206;YAR 206-2F;YAR 206-2F314228;;
0145;314228;Rolamento Ya Yar206;YAR 206-2F;YAR 206-2F314228;;
0186;314228;Rolamento Ya Yar206;YAR 206-2F;YAR 206-2F314228;;
0187;314228;Rolamento Ya Yar206;YAR 206-2F;YAR 206-2F314228;;
0188;314228;Rolamento Ya Yar206;YAR 206-2F;YAR 206-2F314228;;
0189;314228;Rolamento Ya Yar206;YAR 206-2F;YAR 206-2F314228;;
0190;314228;Rolamento Ya Yar206;YAR 206-2F;YAR 206-2F314228;;
0002;341584;ROLAMENTO UCR 206 PAL SAM 800671 M;YAR 206-2F;YAR 206-2F341584;;
0004;341584;ROLAMENTO UCR 206 PAL SAM 800671 M;YAR 206-2F;YAR 206-2F341584;;
0002;7998;ROL UCR 205 DI 25 DE 52 L 16;YAR 205-2F;YAR 205-2F7998;;
0004;7998;ROL UCR 205 DI 25 DE 52 L 16;YAR 205-2F;YAR 205-2F7998;;
0009;7998;ROL UCR 205 DI 25 DE 52 L 16;YAR 205-2F;YAR 205-2F7998;;
0014;7998;ROL UCR 205 DI 25 DE 52 L 16;YAR 205-2F;YAR 205-2F7998;;
0017;7998;ROL UCR 205 DI 25 DE 52 L 16;YAR 205-2F;YAR 205-2F7998;;
0022;7998;ROL UCR 205 DI 25 DE 52 L 16;YAR 205-2F;YAR 205-2F7998;;
0024;7998;ROL UCR 205 DI 25 DE 52 L 16;YAR 205-2F;YAR 205-2F7998;;
0026;7998;ROL UCR 205 DI 25 DE 52 L 16;YAR 205-2F;YAR 205-2F7998;;
0029;7998;ROL UCR 205 DI 25 DE 52 L 16;YAR 205-2F;YAR 205-2F7998;;
0031;7998;ROL UCR 205 DI 25 DE 52 L 16;YAR 205-2F;YAR 205-2F7998;;
0032;7998;ROL UCR 205 DI 25 DE 52 L 16;YAR 205-2F;YAR 205-2F7998;;
0002;110308;ROL UC205 P/ EIXO 25MM;YAR 205-2F;YAR 205-2F110308;;
0004;110308;ROL UC205 P/ EIXO 25MM;YAR 205-2F;YAR 205-2F110308;;
0009;110308;ROL UC205 P/ EIXO 25MM;YAR 205-2F;YAR 205-2F110308;;
0014;110308;ROL UC205 P/ EIXO 25MM;YAR 205-2F;YAR 205-2F110308;;
0017;110308;ROL UC205 P/ EIXO 25MM;YAR 205-2F;YAR 205-2F110308;;
0022;110308;ROL UC205 P/ EIXO 25MM;YAR 205-2F;YAR 205-2F110308;;
0024;110308;ROL UC205 P/ EIXO 25MM;YAR 205-2F;YAR 205-2F110308;;
0026;110308;ROL UC205 P/ EIXO 25MM;YAR 205-2F;YAR 205-2F110308;;
0029;110308;ROL UC205 P/ EIXO 25MM;YAR 205-2F;YAR 205-2F110308;;
0031;110308;ROL UC205 P/ EIXO 25MM;YAR 205-2F;YAR 205-2F110308;;
0032;110308;ROL UC205 P/ EIXO 25MM;YAR 205-2F;YAR 205-2F110308;;
0014;224855;ROLAMENTO YAR 205 EMB OCM 31SC13004 M;YAR 205-2F;YAR 205-2F224855;;
0002;311808;Rolamento Ya Yar205;YAR 205-2F;YAR 205-2F311808;;
0004;311808;Rolamento Ya Yar205;YAR 205-2F;YAR 205-2F311808;;
0009;311808;Rolamento Ya Yar205;YAR 205-2F;YAR 205-2F311808;;
0014;311808;Rolamento Ya Yar205;YAR 205-2F;YAR 205-2F311808;;
0017;311808;Rolamento Ya Yar205;YAR 205-2F;YAR 205-2F311808;;
0024;311808;Rolamento Ya Yar205;YAR 205-2F;YAR 205-2F311808;;
0026;311808;Rolamento Ya Yar205;YAR 205-2F;YAR 205-2F311808;;
